区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,3999014M1049,タクロリムス水和物,１ｍｇ１カプセル,局,,,タクロリムスカプセル１ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,438.10 ,,H29.10.1局方品
内用薬,3999014M1057,タクロリムス水和物,１ｍｇ１カプセル,局,,,タクロリムスカプセル１ｍｇ「サンド」,ニプロファーマ,後発品,,,353.30 ,,H29.10.1局方品
内用薬,3999014M1065,タクロリムス水和物,１ｍｇ１カプセル,局,,,タクロリムスカプセル１ｍｇ「ニプロ」,ニプロ,後発品,,,438.10 ,,H29.10.1局方品
内用薬,3999014M2029,タクロリムス水和物,０．５ｍｇ１カプセル,局,,,プログラフカプセル０．５ｍｇ,アステラス製薬,,先発品,○,424.70 ,,H29.10.1局方品
内用薬,3999014M2037,タクロリムス水和物,０．５ｍｇ１カプセル,局,,,タクロリムスカプセル０．５ｍｇ「ファイザー」,マイラン製薬,後発品,,,249.30 ,,H29.10.1局方品
内用薬,3999014M2045,タクロリムス水和物,０．５ｍｇ１カプセル,局,,,タクロリムスカプセル０．５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,249.30 ,,H29.10.1局方品
内用薬,3999014M2053,タクロリムス水和物,０．５ｍｇ１カプセル,局,,,タクロリムスカプセル０．５ｍｇ「サンド」,ニプロファーマ,後発品,,,204.70 ,,H29.10.1局方品
内用薬,3999014M2061,タクロリムス水和物,０．５ｍｇ１カプセル,局,,,タクロリムスカプセル０．５ｍｇ「ニプロ」,ニプロ,後発品,,,204.70 ,,H29.10.1局方品
内用薬,3999014M3025,タクロリムス水和物,５ｍｇ１カプセル,局,,,プログラフカプセル５ｍｇ,アステラス製薬,,先発品,○,"2,858.30 ",,H29.10.1局方品
内用薬,3999014M3033,タクロリムス水和物,５ｍｇ１カプセル,局,,,タクロリムスカプセル５ｍｇ「ファイザー」,マイラン製薬,後発品,,,"1,416.00 ",,H29.10.1局方品
内用薬,3999014M3041,タクロリムス水和物,５ｍｇ１カプセル,局,,,タクロリムスカプセル５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,"1,773.30 ",,H29.10.1局方品
内用薬,3999014M3050,タクロリムス水和物,５ｍｇ１カプセル,局,,,タクロリムスカプセル５ｍｇ「サンド」,ニプロファーマ,後発品,,,"1,773.30 ",,H29.10.1局方品
内用薬,3999014M3068,タクロリムス水和物,５ｍｇ１カプセル,局,,,タクロリムスカプセル５ｍｇ「ニプロ」,ニプロ,後発品,,,"1,773.30 ",,H29.10.1局方品
内用薬,3999014N1028,タクロリムス水和物,０．５ｍｇ１カプセル,,,,グラセプターカプセル０．５ｍｇ,アステラス製薬,,先発品,,524.10 ,,
内用薬,3999014N2024,タクロリムス水和物,１ｍｇ１カプセル,,,,グラセプターカプセル１ｍｇ,アステラス製薬,,先発品,,929.30 ,,
内用薬,3999014N3020,タクロリムス水和物,５ｍｇ１カプセル,,,,グラセプターカプセル５ｍｇ,アステラス製薬,,先発品,,"3,434.00 ",,
内用薬,3999015A1039,ラクチトール水和物,１ｇ,,,,ポルトラック原末,日本新薬,,先発品,,6.40 ,,
内用薬,3999016F1022,メトトレキサート,２ｍｇ１錠,,,,メトレート錠２ｍｇ,あゆみ製薬,後発品,,,166.60 ,,
内用薬,3999016F1030,メトトレキサート,２ｍｇ１錠,,,,メトトレキサート錠２ｍｇ「タナベ」,田辺三菱製薬,後発品,,,166.60 ,,
内用薬,3999016F1049,メトトレキサート,２ｍｇ１錠,,,,メトトレキサート錠２ｍｇ「トーワ」,東和薬品,後発品,,,115.50 ,,H29.12.8収載
内用薬,3999016M1021,メトトレキサート,２ｍｇ１カプセル,局,,,リウマトレックスカプセル２ｍｇ,ファイザー,,先発品,○,258.90 ,,
内用薬,3999016M1056,メトトレキサート,２ｍｇ１カプセル,局,,,メトトレキサートカプセル２ｍｇ「サワイ」,沢井製薬,後発品,,,115.50 ,,
内用薬,3999016M1064,メトトレキサート,２ｍｇ１カプセル,局,,,メトトレキサートカプセル２ｍｇ「トーワ」,東和薬品,後発品,,,166.60 ,,
内用薬,3999016M1080,メトトレキサート,２ｍｇ１カプセル,局,,,メトトレキサートカプセル２ｍｇ「サンド」,サンド,後発品,,,166.60 ,,
内用薬,3999016M1099,メトトレキサート,２ｍｇ１カプセル,局,,,メトトレキサートカプセル２ｍｇ「ＳＮ」,シオノケミカル,後発品,,,115.50 ,,
内用薬,3999017B1025,ミコフェノール酸　モフェチル,２００ｍｇ１ｍＬ（懸濁後の内用液として）,,,,セルセプト懸濁用散３１．８％,中外製薬,,先発品,,228.40 ,,
内用薬,3999017M1026,ミコフェノール酸　モフェチル,２５０ｍｇ１カプセル,,,,セルセプトカプセル２５０,中外製薬,,先発品,○,269.40 ,,
内用薬,3999017M1034,ミコフェノール酸　モフェチル,２５０ｍｇ１カプセル,,,,ミコフェノール酸モフェチルカプセル２５０ｍｇ「テバ」,武田テバファーマ,後発品,,,148.70 ,,
内用薬,3999017M1042,ミコフェノール酸　モフェチル,２５０ｍｇ１カプセル,,,,ミコフェノール酸モフェチルカプセル２５０ｍｇ「ファイザー」,マイラン製薬,後発品,,,148.70 ,,
内用薬,3999018F1021,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,フォサマック錠５,ＭＳＤ,,先発品,○,91.60 ,,
内用薬,3999018F1030,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,ボナロン錠５ｍｇ,帝人ファーマ,,先発品,○,91.60 ,,
内用薬,3999018F1048,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「ＤＫ」,大興製薬,後発品,,,50.30 ,,
内用薬,3999018F1056,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「ＳＮ」,シオノケミカル,後発品,,,50.30 ,,
内用薬,3999018F1080,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「Ｆ」,富士製薬工業,後発品,,,50.30 ,,
内用薬,3999018F1099,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「トーワ」,東和薬品,後発品,,,38.50 ,,
内用薬,3999018F1102,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「日医工」,日医工,後発品,,,38.50 ,,
内用薬,3999018F1110,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「アメル」,共和薬品工業,後発品,,,38.50 ,,
内用薬,3999018F1129,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,38.50 ,,
内用薬,3999018F1137,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「ＹＤ」,陽進堂,後発品,,,50.30 ,,
内用薬,3999018F1145,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「サワイ」,沢井製薬,後発品,,,38.50 ,,
内用薬,3999018F1153,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,38.50 ,,
内用薬,3999018F1161,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「テバ」,武田テバファーマ,後発品,,,50.30 ,,
内用薬,3999018F1170,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「ファイザー」,マイラン製薬,後発品,,,38.50 ,,
内用薬,3999018F1188,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,局,,,アレンドロン酸錠５ｍｇ「ＲＴＯ」,リョートーファイン,後発品,,,38.50 ,,H28.12.9収載
内用薬,3999018F2028,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,フォサマック錠３５ｍｇ,ＭＳＤ,,先発品,○,591.70 ,,
内用薬,3999018F2036,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,ボナロン錠３５ｍｇ,帝人ファーマ,,先発品,○,591.40 ,,
内用薬,3999018F2044,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「ＤＫ」,大興製薬,後発品,,,313.00 ,,
内用薬,3999018F2052,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「Ｆ」,富士製薬工業,後発品,,,313.00 ,,
内用薬,3999018F2060,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「ＳＮ」,シオノケミカル,後発品,,,313.00 ,,
内用薬,3999018F2087,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「トーワ」,東和薬品,後発品,,,255.60 ,,
内用薬,3999018F2095,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「日医工」,日医工,後発品,,,255.60 ,,
内用薬,3999018F2117,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「アメル」,共和薬品工業,後発品,,,255.60 ,,
内用薬,3999018F2125,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,313.00 ,,
内用薬,3999018F2133,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「ＹＤ」,陽進堂,後発品,,,313.00 ,,
内用薬,3999018F2141,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「サワイ」,沢井製薬,後発品,,,255.60 ,,
内用薬,3999018F2150,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,313.00 ,,
内用薬,3999018F2168,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「テバ」,武田テバファーマ,後発品,,,255.60 ,,
内用薬,3999018F2176,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「ファイザー」,マイラン製薬,後発品,,,255.60 ,,
内用薬,3999018F2184,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,局,,,アレンドロン酸錠３５ｍｇ「ＲＴＯ」,リョートーファイン,後発品,,,255.60 ,,H28.12.9収載
内用薬,3999018Q1022,アレンドロン酸ナトリウム水和物,３５ｍｇ１包,,,,ボナロン経口ゼリー３５ｍｇ,帝人ファーマ,,先発品,,"1,151.70 ",,
内用薬,3999019F1026,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,アクトネル錠２．５ｍｇ,ＥＡファーマ,,先発品,○,100.80 ,,
内用薬,3999019F1034,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,ベネット錠２．５ｍｇ,武田薬品工業,,先発品,○,101.20 ,,
内用薬,3999019F1050,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「ＦＦＰ」,富士フイルムファーマ,後発品,,,41.90 ,,
内用薬,3999019F1069,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「ＮＰ」,ニプロ,後発品,,,41.90 ,,
内用薬,3999019F1077,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「ＺＥ」,全星薬品工業,後発品,,,55.20 ,,
内用薬,3999019F1093,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「タカタ」,高田製薬,後発品,,,55.20 ,,
内用薬,3999019F1107,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「トーワ」,東和薬品,後発品,,,41.90 ,,
内用薬,3999019F1115,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「日医工」,日医工,後発品,,,55.20 ,,
内用薬,3999019F1123,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「日新」,日新製薬（山形）,後発品,,,55.20 ,,
内用薬,3999019F1131,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,55.20 ,,
内用薬,3999019F1140,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「ユートク」,大興製薬,後発品,,,55.20 ,,
内用薬,3999019F1158,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸ナトリウム錠２．５ｍｇ「ケミファ」,日本薬品工業,後発品,,,55.20 ,,
内用薬,3999019F1166,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「Ｆ」,富士製薬工業,後発品,,,41.90 ,,
内用薬,3999019F1174,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「サワイ」,沢井製薬,後発品,,,41.90 ,,
内用薬,3999019F1182,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「ファイザー」,ファイザー,後発品,,,55.20 ,,
内用薬,3999019F1190,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸ナトリウム錠２．５ｍｇ「アメル」,共和薬品工業,後発品,,,41.90 ,,
内用薬,3999019F1204,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,55.20 ,,
内用薬,3999019F1212,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「ＹＤ」,陽進堂,後発品,,,55.20 ,,
内用薬,3999019F1220,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「テバ」,武田テバ薬品,後発品,,,41.90 ,,
内用薬,3999019F1239,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「ＳＮ」,シオノケミカル,後発品,,,55.20 ,,
内用薬,3999019F1247,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,41.90 ,,
内用薬,3999019F1255,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠２．５ｍｇ「サンド」,サンド,後発品,,,41.90 ,,
内用薬,3999019F1263,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,局,,,リセドロン酸Ｎａ塩錠２．５ｍｇ「タナベ」,ニプロＥＳファーマ,後発品,,,41.90 ,,
内用薬,3999019F2022,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,アクトネル錠１７．５ｍｇ,ＥＡファーマ,,先発品,○,620.70 ,,
内用薬,3999019F2030,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,ベネット錠１７．５ｍｇ,武田薬品工業,,先発品,○,628.10 ,,
内用薬,3999019F2049,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「サワイ」,沢井製薬,後発品,,,263.30 ,,
内用薬,3999019F2057,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「Ｆ」,富士製薬工業,後発品,,,263.30 ,,
内用薬,3999019F2065,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「ＦＦＰ」,富士フイルムファーマ,後発品,,,263.30 ,,
内用薬,3999019F2073,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,326.30 ,,
内用薬,3999019F2081,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「ＮＰ」,ニプロ,後発品,,,263.30 ,,
内用薬,3999019F2090,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「ＳＮ」,シオノケミカル,後発品,,,326.30 ,,
内用薬,3999019F2103,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「ＹＤ」,陽進堂,後発品,,,263.30 ,,
内用薬,3999019F2111,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「ＺＥ」,全星薬品工業,後発品,,,263.30 ,,
内用薬,3999019F2120,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,263.30 ,,
内用薬,3999019F2138,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「サンド」,サンド,後発品,,,263.30 ,,
内用薬,3999019F2146,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「タカタ」,高田製薬,後発品,,,263.30 ,,
内用薬,3999019F2154,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「テバ」,武田テバ薬品,後発品,,,263.30 ,,
内用薬,3999019F2162,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「トーワ」,東和薬品,後発品,,,263.30 ,,
内用薬,3999019F2170,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「日医工」,日医工,後発品,,,263.30 ,,
内用薬,3999019F2189,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「日新」,日新製薬（山形）,後発品,,,263.30 ,,
内用薬,3999019F2197,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「ファイザー」,ファイザー,後発品,,,263.30 ,,
内用薬,3999019F2200,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,263.30 ,,
内用薬,3999019F2219,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ錠１７．５ｍｇ「ユートク」,大興製薬,後発品,,,326.30 ,,
内用薬,3999019F2227,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸Ｎａ塩錠１７．５ｍｇ「タナベ」,ニプロＥＳファーマ,後発品,,,263.30 ,,
内用薬,3999019F2235,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸ナトリウム錠１７．５ｍｇ「アメル」,共和薬品工業,後発品,,,263.30 ,,
内用薬,3999019F2243,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,局,,,リセドロン酸ナトリウム錠１７．５ｍｇ「ケミファ」,日本薬品工業,後発品,,,326.30 ,,
内用薬,3999019F3029,リセドロン酸ナトリウム水和物,７５ｍｇ１錠,局,,,アクトネル錠７５ｍｇ,ＥＡファーマ,,先発品,,"2,770.60 ",,
内用薬,3999019F3037,リセドロン酸ナトリウム水和物,７５ｍｇ１錠,局,,,ベネット錠７５ｍｇ,武田薬品工業,,先発品,,"2,804.20 ",,
内用薬,3999020F1029,レフルノミド,１０ｍｇ１錠,,,,アラバ錠１０ｍｇ,サノフィ,,先発品,,177.70 ,,
内用薬,3999020F2025,レフルノミド,２０ｍｇ１錠,,,,アラバ錠２０ｍｇ,サノフィ,,先発品,,309.60 ,,
内用薬,3999020F3021,レフルノミド,１００ｍｇ１錠,,,,アラバ錠１００ｍｇ,サノフィ,,先発品,,"1,060.00 ",,
内用薬,3999021F1023,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,エビスタ錠６０ｍｇ,日本イーライリリー,,先発品,○,109.20 ,,
内用薬,3999021F1031,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「サワイ」,沢井製薬,後発品,,,61.00 ,,
内用薬,3999021F1040,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,61.00 ,,H28.6.17収載
内用薬,3999021F1058,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「ＫＮ」,小林化工,後発品,,,61.00 ,,H28.6.17収載
内用薬,3999021F1066,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「テバ」,武田テバファーマ,後発品,,,61.00 ,,H28.6.17収載
内用薬,3999021F1074,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「ＤＫ」,大興製薬,後発品,,,61.00 ,,H28.12.9収載
内用薬,3999021F1082,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「ＳＮ」,シオノケミカル,後発品,,,61.00 ,,H28.12.9収載
内用薬,3999021F1090,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「トーワ」,東和薬品,後発品,,,61.00 ,,H28.12.9収載
内用薬,3999021F1104,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「日医工」,日医工,後発品,,,61.00 ,,H29.6.16収載
内用薬,3999021F1112,ラロキシフェン塩酸塩,６０ｍｇ１錠,,,,ラロキシフェン塩酸塩錠６０ｍｇ「日新」,日新製薬（山形）,後発品,,,61.00 ,,H29.6.16収載
内用薬,3999022F1028,エベロリムス,０．２５ｍｇ１錠,,,,サーティカン錠０．２５ｍｇ,ノバルティス　ファーマ,,先発品,,679.20 ,,
内用薬,3999022F2024,エベロリムス,０．５ｍｇ１錠,,,,サーティカン錠０．５ｍｇ,ノバルティス　ファーマ,,先発品,,"1,204.40 ",,
内用薬,3999022F3020,エベロリムス,０．７５ｍｇ１錠,,,,サーティカン錠０．７５ｍｇ,ノバルティス　ファーマ,,先発品,,"1,736.70 ",,
内用薬,3999023F1022,シナカルセト塩酸塩,２５ｍｇ１錠,,,,レグパラ錠２５ｍｇ,協和発酵キリン,,先発品,,549.80 ,,
内用薬,3999023F2029,シナカルセト塩酸塩,７５ｍｇ１錠,,,,レグパラ錠７５ｍｇ,協和発酵キリン,,先発品,,"1,011.70 ",,
内用薬,3999023F3025,シナカルセト塩酸塩,１２．５ｍｇ１錠,,,,レグパラ錠１２．５ｍｇ,協和発酵キリン,,先発品,,374.20 ,,
内用薬,3999024M1034,ジアゾキシド,２５ｍｇ１カプセル,,,,ジアゾキシドカプセル２５ｍｇ「ＭＳＤ」,ＭＳＤ,,先発品,,259.00 ,,
内用薬,3999025F1021,ピルフェニドン,２００ｍｇ１錠,,,,ピレスパ錠２００ｍｇ,塩野義製薬,,先発品,,695.70 ,,
内用薬,3999026F1026,ミノドロン酸水和物,１ｍｇ１錠,,,,ボノテオ錠１ｍｇ,アステラス製薬,,先発品,,135.20 ,,
内用薬,3999026F1034,ミノドロン酸水和物,１ｍｇ１錠,,,,リカルボン錠１ｍｇ,小野薬品工業,,先発品,,135.00 ,,
内用薬,3999026F2022,ミノドロン酸水和物,５０ｍｇ１錠,,,,ボノテオ錠５０ｍｇ,アステラス製薬,,先発品,,"3,476.90 ",,
内用薬,3999026F2030,ミノドロン酸水和物,５０ｍｇ１錠,,,,リカルボン錠５０ｍｇ,小野薬品工業,,先発品,,"3,461.30 ",,
内用薬,3999027F1020,バゼドキシフェン酢酸塩,２０ｍｇ１錠,,,,ビビアント錠２０ｍｇ,ファイザー,,先発品,,109.70 ,,
内用薬,3999028F1025,エルトロンボパグ　オラミン,１２．５ｍｇ１錠,,,,レボレード錠１２．５ｍｇ,ノバルティス　ファーマ,,先発品,,"2,684.60 ",,
内用薬,3999028F2021,エルトロンボパグ　オラミン,２５ｍｇ１錠,,,,レボレード錠２５ｍｇ,ノバルティス　ファーマ,,先発品,,"5,288.70 ",,
内用薬,3999029M1029,フィンゴリモド塩酸塩,０．５ｍｇ１カプセル,,,,イムセラカプセル０．５ｍｇ,田辺三菱製薬,,先発品,,"8,148.70 ",,
内用薬,3999029M1037,フィンゴリモド塩酸塩,０．５ｍｇ１カプセル,,,,ジレニアカプセル０．５ｍｇ,ノバルティス　ファーマ,,先発品,,"8,148.70 ",,
内用薬,3999030M1021,ミグルスタット,１００ｍｇ１カプセル,,,,ブレーザベスカプセル１００ｍｇ,アクテリオン　ファーマシューティカルズジャパン,,先発品,,"10,080.00 ",,
内用薬,3999031F1027,イグラチモド,２５ｍｇ１錠,,,,コルベット錠２５ｍｇ,富山化学工業,,先発品,,154.80 ,,
内用薬,3999031F1035,イグラチモド,２５ｍｇ１錠,,,,ケアラム錠２５ｍｇ,エーザイ,,先発品,,154.80 ,,
内用薬,3999032D1020,フェニル酪酸ナトリウム,９４％１ｇ,,,,ブフェニール顆粒　９４％,オーファンパシフィック,,先発品,,855.50 ,,
内用薬,3999032F1021,フェニル酪酸ナトリウム,５００ｍｇ１錠,,,,ブフェニール錠　５００ｍｇ,オーファンパシフィック,,先発品,,462.20 ,,
内用薬,3999033F1026,レボカルニチン,１００ｍｇ１錠,,,,エルカルチンＦＦ錠１００ｍｇ,大塚製薬,,先発品,,97.30 ,,
内用薬,3999033F2022,レボカルニチン,２５０ｍｇ１錠,,,,エルカルチンＦＦ錠２５０ｍｇ,大塚製薬,,先発品,,292.00 ,,
内用薬,3999033S1024,レボカルニチン,１０％１ｍＬ,,,,エルカルチンＦＦ内用液１０％,大塚製薬,,先発品,,72.40 ,,
内用薬,3999033S2020,レボカルニチン,１０％５ｍＬ１包,,,,エルカルチンＦＦ内用液１０％分包５ｍＬ,大塚製薬,,先発品,,362.00 ,,H29.11.29収載
内用薬,3999033S3027,レボカルニチン,１０％１０ｍＬ１包,,,,エルカルチンＦＦ内用液１０％分包１０ｍＬ,大塚製薬,,先発品,,724.00 ,,H29.11.29収載
内用薬,3999034F1020,トファシチニブクエン酸塩,５ｍｇ１錠,,,,ゼルヤンツ錠５ｍｇ,ファイザー,,先発品,,"2,611.50 ",,
内用薬,3999035A1028,ベタイン,１ｇ,,,,サイスタダン原末,レクメド,,先発品,,448.10 ,,
内用薬,3999036M1029,ニチシノン,２ｍｇ１カプセル,,,,オーファディンカプセル２ｍｇ,アステラス製薬,,先発品,,"3,960.60 ",,
